Angle,Length,Ht_E,UW_E,Ht_SS,Void Ratio,UW_SS,Lamda,Kappa,PR,FA,OCR,Permeability,After 1 year
3,6,6,20,9,2.7,16.5,0.76,0.076,0.32,5,2.1,8.444180317,223
3,6,6,20,9,2.9,16.5,0.87,0.087,0.32,5,1.7,8.935542011,194
3,6,6,20,9,2.8,16.5,0.76,0.076,0.32,5,1.6,9.236572006,109
3,6,6,20,2,0.788,16.5,0.0576,0.0106,0.32,5,3.1,9,31
3,6,6,20,2,0.589,16.5,0.0425,0.016,0.32,5,2.5,9,56
3,6,6,20,2,0.815,16.5,0.0661,0.0292,0.32,5,1.2,9,104
3,6,6,20,2,0.949,16.5,0.127,0.0276,0.32,5,1.1,9,151
3,6,6,20,2,2,16.5,0.217,0.027,0.32,5,5.5,8.958607315,46
3,6,6,20,2,2,16.5,0.217,0.027,0.32,5,4.5,8.823908741,46
3,6,6,20,2,2,16.5,0.261,0.035,0.32,5,2.5,8.22184875,60
3,6,6,20,2,2.2,16.5,0.304,0.06,0.32,5,1.5,8.013228266,103
3,6,6,20,2,2.1,16.5,0.304,0.06,0.32,5,1.1,8.698970004,117
3,6,6,20,2,1.8,16.5,0.178,0.025,0.32,5,1.1,9.301029996,59
3,6,6,20,2,1.9,16.5,0.217,0.025,0.32,5,1,9.22184875,61
3,6,6,20,2,1.78,16.5,0.33,0.064,0.32,5,1.9,9.458420756,107
3,6,6,20,2,1.78,16.5,0.38,0.072,0.32,5,1.5,9.759450752,96
3,6,6,20,2,1.78,16.5,0.38,0.075,0.32,5,1,9.759450752,105
3,6,6,20,2,1.78,16.5,0.33,0.065,0.32,5,1,9.759450752,98
3,6,6,20,2,3.3,16.5,0.52,0.05,0.32,5,1.2,9.698970004,63
3,6,6,20,2,3.3,16.5,0.65,0.063,0.32,5,1.5,9.698970004,71
3,6,6,20,2,3.1,16.5,0.65,0.062,0.32,5,1.6,9.853871964,65
3,6,6,20,2,2.6,16.5,0.52,0.05,0.32,5,1.4,10.15490196,50
3,6,6,20,2,1.6,16.5,0.35,0.032,0.32,5,1.8,9.555955204,64
3,6,6,20,2,2.1,16.5,0.6,0.061,0.32,5,1.9,9.853871964,74
3,6,6,20,2,2.2,16.5,0.25,0.028,0.32,5,1.1,10,47
3,6,6,20,2,1.5,16.5,0.21,0.022,0.32,5,1.9,10.15490196,37
3,6,6,20,2,3.06,16.5,0.12,0.05,0.32,5,2.1,8.823908741,73
3,6,6,20,2,3.06,16.5,0.11,0.05,0.32,5,1.1,8.823908741,88
3,6,6,20,3,1.61,16.5,0.1,0.08,0.32,5,2,8.958607315,336
3,6,6,20,3,2.02,16.5,0.45,0.03,0.32,5,3.5,9.698970004,55
3,6,6,20,3,2.45,16.5,0.71,0.0343,0.32,5,1.8,9.853871964,54
3,6,6,20,3,1.72,16.5,0.4,0.0274,0.32,5,1.8,10.15490196,45
3,6,6,20,3,2.52,16.5,1,0.123,0.32,5,2.1,7.986152004,232
3,6,6,20,3,1.8,16.5,0.6087,0.0291,0.32,5,1.7,8.011262725,74
3,6,6,20,3,0.5,16.5,0.287,0.0157,0.32,5,1.9,7.063385738,72
3,6,6,20,3,1.42,16.5,0.4783,0.0252,0.32,5,1.6,7.811915626,73
3,6,6,20,3,1.22,16.5,0.413,0.0226,0.32,5,1.5,7.798876103,74
3,6,6,20,3,1.75,16.5,0.4565,0.0287,0.32,5,1.5,7.863660003,76
3,6,6,20,3,2.01,16.5,1.0586,0.1222,0.32,5,3.5,7.106238238,26
3,6,6,20,3,2,16.5,0.6609,0.0317,0.32,5,1.4,7.882463567,78
3,6,6,20,3,1.7,16.5,0.4348,0.0274,0.32,5,1.6,7.68268898,71
3,6,6,20,3,0.8,16.5,0.14,0.05,0.32,5,1.2,8.11577123,210
3,6,6,20,3,1.4,16.5,0.18,0.01,0.32,5,1.1,7.744727495,37
3,6,6,20,3,1.57,16.5,0.18,0.01,0.32,5,1.5,7.744727495,29
3,6,6,20,3,1.81,16.5,0.18,0.024,0.32,5,1.3,9.301029996,83
3,6,6,20,3,2.45,16.5,0.25,0.041,0.32,5,1.4,9.522878745,60
3,6,6,20,3,2.16,16.5,0.21,0.024,0.32,5,1.1,9.823908741,56
3,6,6,20,3,1.76,16.5,0.21,0.024,0.32,5,1.2,9.045757491,62
3,6,6,20,3,1.53,16.5,0.15,0.02,0.32,5,1.3,8.096910013,122
3,6,6,20,3,2.3,16.5,0.57,0.057,0.32,5,1.8,8.045757491,142
3,6,6,20,3,2.7,16.5,0.76,0.076,0.32,5,2.1,9.958607315,84
3,6,6,20,3,2.9,16.5,0.87,0.087,0.32,5,1.7,9.124938737,71
3,6,6,20,3,2.8,16.5,0.76,0.076,0.32,5,1.6,8.187086643,66
3,6,4,20,5,0.8,16.5,0.0576,0.0106,0.32,5,3.5,9,37
3,6,4,20,5,0.6,16.5,0.0425,0.016,0.32,5,2.8,9,61
3,6,4,20,5,0.82,16.5,0.0661,0.0292,0.32,5,1,9,104
3,6,4,20,5,0.96,16.5,0.127,0.0276,0.32,5,1.2,9,90
3,6,4,20,5,2.2,16.5,0.217,0.027,0.32,5,7.5,8.958607315,52
3,6,4,20,5,2.1,16.5,0.217,0.027,0.32,5,5.5,8.823908741,54
3,6,4,20,5,2.3,16.5,0.261,0.035,0.32,5,3.5,8.22184875,69
3,6,4,20,5,2.25,16.5,0.304,0.06,0.32,5,1.8,8.013228266,125
3,6,4,20,5,2.2,16.5,0.304,0.06,0.32,5,1,8.698970004,126
3,6,4,20,5,2,16.5,0.178,0.025,0.32,5,1,9.301029996,55
3,6,4,20,5,1.9,16.5,0.22,0.026,0.32,5,1,9.22184875,60
3,6,4,20,5,1.78,16.5,0.35,0.066,0.32,5,1.9,9.458420756,107
3,6,4,20,5,1.78,16.5,0.4,0.076,0.32,5,1.5,9.759450752,106
3,6,4,20,5,1.78,16.5,0.39,0.076,0.32,5,1,9.759450752,109
3,6,4,20,5,1.78,16.5,0.35,0.066,0.32,5,1,9.759450752,99
3,6,4,20,5,3.3,16.5,0.54,0.052,0.32,5,1.2,9.698970004,61
3,6,4,20,5,3.3,16.5,0.66,0.065,0.32,5,1.5,9.698970004,70
3,6,4,20,5,3.1,16.5,0.67,0.065,0.32,5,1.6,9.853871964,68
3,6,4,20,5,2.6,16.5,0.53,0.052,0.32,5,1.4,10.15490196,56
3,6,4,20,5,1.6,16.5,0.36,0.035,0.32,5,1.8,9.555955204,67
3,6,4,20,5,2.1,16.5,0.62,0.062,0.32,5,1.9,9.853871964,79
3,6,4,20,5,2.2,16.5,0.28,0.029,0.32,5,1.1,10,44
3,6,4,20,5,1.5,16.5,0.22,0.024,0.32,5,1.9,10.15490196,40
3,6,4,20,5,3.06,16.5,0.13,0.053,0.32,5,2.1,8.823908741,82
3,6,4,20,5,3.06,16.5,0.13,0.052,0.32,5,1.1,8.823908741,90
3,6,4,20,6,1.61,16.5,0.11,0.082,0.32,5,1.15,8.958607315,202
3,6,4,20,6,2.02,16.5,0.4696,0.031,0.32,5,3.5,9.698970004,53
3,6,4,20,6,2.45,16.5,0.7261,0.035,0.32,5,1.8,9.853871964,53
3,6,4,20,6,1.72,16.5,0.4087,0.028,0.32,5,1.8,10.15490196,48
3,6,4,20,6,2.52,16.5,1.0888,0.125,0.32,5,2.1,7.986152004,234
3,6,4,20,6,1.93,16.5,0.6087,0.0291,0.32,5,1.7,8,74
3,6,4,20,6,0.57,16.5,0.287,0.0157,0.32,5,1.9,7,76
3,6,4,20,6,1.52,16.5,0.4783,0.0252,0.32,5,1.6,7.698970004,76
3,6,4,20,6,1.28,16.5,0.413,0.0226,0.32,5,1.5,7.602059991,79
3,6,4,20,6,1.88,16.5,0.4565,0.0287,0.32,5,1.5,7.823908741,77
3,6,4,20,6,2.06,16.5,1.0586,0.1222,0.32,5,3.5,7.096910013,275
3,6,4,20,6,2.07,16.5,0.6609,0.0317,0.32,5,1.4,7.823908741,81
3,6,4,20,6,1.76,16.5,0.4348,0.0274,0.32,5,1.6,7.602059991,75
3,6,4,20,6,0.9,16.5,0.14,0.05,0.32,5,1.2,8,196
3,6,4,20,6,1.57,16.5,0.18,0.01,0.32,5,1.1,6.698970004,37
3,6,4,20,6,1.57,16.5,0.18,0.01,0.32,5,1.7,6.744727495,33
3,6,4,20,6,2.45,16.5,0.25,0.041,0.32,5,1.5,8.346787486,87
3,6,4,20,6,2.16,16.5,0.21,0.024,0.32,5,1.2,8.537602002,59
3,6,4,20,6,1.76,16.5,0.21,0.024,0.32,5,1.3,8.823908741,63
3,6,4,20,6,1.53,16.5,0.15,0.02,0.32,5,1.5,9.22184875,53
3,6,4,20,6,2.3,16.5,0.57,0.057,0.32,5,2,8.219538667,120
3,6,4,20,6,2.7,16.5,0.76,0.076,0.32,5,2.2,8.444180317,135
3,6,4,20,6,2.9,16.5,0.87,0.087,0.32,5,1.8,8.935542011,132
3,6,4,20,6,2.8,16.5,0.76,0.076,0.32,5,1.7,9.236572006,112
3,6,4,20,6,1.81,16.5,0.18,0.024,0.32,5,1.5,8.251811973,64
3,6,5,20,9,0.8,16.5,0.0582,0.01,0.32,5,3.5,9,52
3,6,5,20,9,0.6,16.5,0.0425,0.015,0.32,5,2.2,9,94
3,6,5,20,9,0.815,16.5,0.0661,0.028,0.32,5,1.2,9,165
3,6,5,20,9,0.97,16.5,0.127,0.026,0.32,5,1.2,9,137
3,6,5,20,9,2.1,16.5,0.217,0.025,0.32,5,7.5,8.958607315,72
3,6,5,20,9,2.1,16.5,0.217,0.0265,0.32,5,5.5,8.823908741,77
3,6,5,20,9,1.9,16.5,0.261,0.033,0.32,5,3.5,8.22184875,107
3,6,5,20,9,2.3,16.5,0.304,0.058,0.32,5,1.8,8.013228266,177
3,6,5,20,9,2.2,16.5,0.304,0.059,0.32,5,1,8.698970004,198
3,6,5,20,9,1.85,16.5,0.178,0.022,0.32,5,1,9.301029996,86
3,6,5,20,9,1.9,16.5,0.22,0.026,0.32,5,1.1,9.22184875,96
3,6,5,20,9,1.78,16.5,0.35,0.066,0.32,5,1.5,9.458420756,199
3,6,5,20,9,1.78,16.5,0.4,0.076,0.32,5,1.3,9.759450752,213
3,6,5,20,9,1.78,16.5,0.39,0.076,0.32,5,1.2,9.759450752,215
3,6,5,20,9,1.78,16.5,0.36,0.066,0.32,5,1.1,9.759450752,194
3,6,5,20,9,3.3,16.5,0.54,0.052,0.32,5,1.1,9.698970004,114
3,6,5,20,9,3.3,16.5,0.66,0.065,0.32,5,1.3,9.698970004,133
3,6,5,20,9,3.1,16.5,0.67,0.065,0.32,5,1.5,9.853871964,130
3,6,5,20,9,2.6,16.5,0.54,0.052,0.32,5,1.2,10.15490196,117
3,6,5,20,9,1.6,16.5,0.34,0.035,0.32,5,1.5,9.555955204,121
3,6,5,20,9,2.1,16.5,0.62,0.061,0.32,5,1.9,10,145
3,6,5,20,9,2.2,16.5,0.28,0.028,0.32,5,1.1,10.09691001,80
3,6,5,20,9,1.5,16.5,0.22,0.022,0.32,5,1.9,10.30103,69
3,6,5,20,9,3.06,16.5,0.13,0.05,0.32,5,2.1,8.602059991,121
3,6,5,20,9,3.06,16.5,0.13,0.05,0.32,5,1.1,9,137
3,6,5,20,8,1.61,16.5,0.11,0.08,0.32,5,1.15,9,588
3,6,5,20,8,2.02,16.5,0.4696,0.03,0.32,5,3.5,10,70
3,6,5,20,8,2.45,16.5,0.7261,0.0343,0.32,5,1.8,10.30103,70
3,6,5,20,8,1.72,16.5,0.4087,0.0274,0.32,5,1.8,10.39794001,69
3,6,5,20,8,2.52,16.5,1.0888,0.123,0.32,5,2.1,8,305
3,6,5,20,8,1.8,16.5,0.6087,0.0291,0.32,5,1.7,8.011262725,104
3,6,5,20,8,0.6,16.5,0.287,0.0157,0.32,5,1.9,7.063385738,102
3,6,5,20,8,1.6,16.5,0.4783,0.0252,0.32,5,1.6,7.811915626,100
3,6,5,20,8,1.2,16.5,0.413,0.0226,0.32,5,1.5,7.798876103,110
3,6,5,20,8,1.5,16.5,0.4565,0.0287,0.32,5,1.5,7.863660003,120
3,6,5,20,8,2.2,16.5,1.0586,0.1222,0.32,5,3.5,7.106238238,356
3,6,5,20,8,2.3,16.5,0.6609,0.0317,0.32,5,1.4,7.882463567,103
3,6,5,20,8,1.8,16.5,0.4348,0.0274,0.32,5,1.6,7.68268898,101
3,6,5,20,8,1,16.5,0.14,0.05,0.32,5,1.2,8.11577123,257
3,6,5,20,8,1.6,16.5,0.18,0.01,0.32,5,1.1,6.744727495,53
3,6,5,20,8,1.57,16.5,0.2,0.01,0.32,5,1.5,6.744727495,47
3,6,5,20,8,2.45,16.5,0.28,0.041,0.32,5,1.4,8.346787486,120
3,6,5,20,8,2.16,16.5,0.22,0.024,0.32,5,1.1,8.537602002,83
3,6,5,20,8,1.76,16.5,0.23,0.024,0.32,5,1.2,8.823908741,90
3,6,5,20,8,1.53,16.5,0.18,0.02,0.32,5,1.3,9.22184875,77
3,6,5,20,8,2.3,16.5,0.6,0.057,0.32,5,1.8,8.219538667,164
3,6,5,20,8,2.7,16.5,0.78,0.076,0.32,5,2.1,8.444180317,185
3,6,5,20,8,2.9,16.5,0.88,0.087,0.32,5,1.7,8.935542011,190
3,6,5,20,8,2.8,16.5,0.72,0.076,0.32,5,1.6,9.236572006,165
3,6,5,20,8,1.81,16.5,0.25,0.024,0.32,5,1.3,8.251811973,90
3,6,5,20,3,0.8,16.5,0.0582,0.01,0.32,5,1.1,9,43
3,6,5,20,3,0.6,16.5,0.0425,0.015,0.32,5,1.1,9,71
3,6,5,20,3,0.815,16.5,0.0661,0.028,0.32,5,1.1,9,108
3,6,5,20,3,0.97,16.5,0.127,0.026,0.32,5,1.1,9,91
3,6,5,20,3,2.1,16.5,0.217,0.025,0.32,5,1.1,9,59
3,6,5,20,3,2.1,16.5,0.217,0.0265,0.32,5,1.1,9,62
3,6,5,20,3,1.9,16.5,0.261,0.033,0.32,5,1.1,9,79
3,6,5,20,3,2.3,16.5,0.304,0.058,0.32,5,1.1,9,114
3,6,5,20,3,2.2,16.5,0.304,0.059,0.32,5,1.1,9,118
3,6,5,20,3,1.85,16.5,0.178,0.022,0.32,5,1.1,9,57
3,6,5,20,3,1.9,16.5,0.22,0.026,0.32,5,1.1,9,65
3,6,5,20,3,1.78,16.5,0.35,0.066,0.32,5,1.1,9,144
3,6,5,20,3,1.78,16.5,0.4,0.076,0.32,5,1.1,9,160
3,6,5,20,3,1.78,16.5,0.39,0.076,0.32,5,1.1,9,160
3,6,5,20,3,1.78,16.5,0.36,0.066,0.32,5,1.1,9,144
3,6,5,20,3,3.3,16.5,0.54,0.052,0.32,5,1.1,9,83
3,6,5,20,3,3.3,16.5,0.66,0.065,0.32,5,1.1,9,100
3,6,5,20,3,3.1,16.5,0.67,0.065,0.32,5,1.1,9,104
3,6,5,20,3,2.6,16.5,0.54,0.052,0.32,5,1.1,9,97
3,6,5,20,3,1.6,16.5,0.34,0.035,0.32,5,1.1,9,91
3,6,5,20,3,2.1,16.5,0.62,0.061,0.32,5,1.1,9,124
3,6,5,20,3,2.2,16.5,0.28,0.028,0.32,5,1.1,9,63
3,6,5,20,3,1.5,16.5,0.22,0.022,0.32,5,1.1,9,63
3,6,5,20,3,3.06,16.5,0.13,0.05,0.32,5,1.1,9,89
3,6,5,20,3,3.06,16.5,0.13,0.05,0.32,5,1.1,9,89
3,6,5,20,4,1.61,16.5,0.11,0.08,0.32,5,1.1,9,739
3,6,5,20,4,2.02,16.5,0.4696,0.03,0.32,5,1.1,9,79
3,6,5,20,4,2.45,16.5,0.7261,0.0343,0.32,5,1.1,9,79
3,6,5,20,4,1.72,16.5,0.4087,0.0274,0.32,5,1.1,9,79
3,6,5,20,4,2.52,16.5,1.0888,0.123,0.32,5,1.1,9,203
3,6,5,20,4,1.8,16.5,0.6087,0.0291,0.32,5,1.1,9,82
3,6,5,20,4,0.6,16.5,0.287,0.0157,0.32,5,1.1,9,80
3,6,5,20,4,1.6,16.5,0.4783,0.0252,0.32,5,1.1,9,77
3,6,5,20,4,1.2,16.5,0.413,0.0226,0.32,5,1.1,9,83
3,6,5,20,4,1.5,16.5,0.4565,0.0287,0.32,5,1.1,9,90
3,6,5,20,4,2.2,16.5,1.0586,0.1222,0.32,5,1.1,9,219
3,6,5,20,4,2.3,16.5,0.6609,0.0317,0.32,5,1.1,9,78
3,6,5,20,4,1.8,16.5,0.4348,0.0274,0.32,5,1.1,9,77
3,6,5,20,4,1,16.5,0.14,0.05,0.32,5,1.1,9,167
3,6,5,20,4,1.6,16.5,0.18,0.01,0.32,5,1.1,9,34
3,6,5,20,4,1.57,16.5,0.2,0.01,0.32,5,1.1,9,34
3,6,5,20,4,2.45,16.5,0.28,0.041,0.32,5,1.1,9,93
3,6,5,20,4,2.16,16.5,0.22,0.024,0.32,5,1.1,9,63
3,6,5,20,4,1.76,16.5,0.23,0.024,0.32,5,1.1,9,71
3,6,5,20,4,1.53,16.5,0.18,0.02,0.32,5,1.1,9,66
3,6,5,20,4,2.3,16.5,0.6,0.057,0.32,5,1.1,9,124
3,6,5,20,4,2.7,16.5,0.78,0.076,0.32,5,1.1,9,141
3,6,5,20,4,2.9,16.5,0.88,0.087,0.32,5,1.1,9,150
3,6,5,20,4,2.8,16.5,0.72,0.076,0.32,5,1.1,9,139
3,6,5,20,4,1.81,16.5,0.25,0.024,0.32,5,1.1,9,70
3,6,4,20,7,0.8,16.5,0.0576,0.0106,0.32,5,1.1,9,47
3,6,4,20,7,0.6,16.5,0.0425,0.016,0.32,5,1.1,9,78
3,6,4,20,7,0.82,16.5,0.0661,0.0292,0.32,5,1.1,9,117
3,6,4,20,7,0.96,16.5,0.127,0.0276,0.32,5,1.1,9,103
3,6,4,20,7,2.2,16.5,0.217,0.027,0.32,5,1.1,9,66
3,6,4,20,7,2.1,16.5,0.217,0.027,0.32,5,1.1,9,67
3,6,4,20,7,2.3,16.5,0.261,0.035,0.32,5,1.1,9,79
3,6,4,20,7,2.25,16.5,0.304,0.06,0.32,5,1.1,9,128
3,6,4,20,7,2.2,16.5,0.304,0.06,0.32,5,1.1,9,130
3,6,4,20,7,2,16.5,0.178,0.025,0.32,5,1.1,9,64
3,6,4,20,7,1.9,16.5,0.22,0.026,0.32,5,1.1,9,68
3,6,4,20,7,1.78,16.5,0.35,0.066,0.32,5,1.1,9,157
3,6,4,20,7,1.78,16.5,0.4,0.076,0.32,5,1.1,9,176
3,6,4,20,7,1.78,16.5,0.39,0.076,0.32,5,1.1,9,176
3,6,4,20,7,1.78,16.5,0.35,0.066,0.32,5,1.1,9,157
3,6,4,20,7,3.3,16.5,0.54,0.052,0.32,5,1.1,9,89
3,6,4,20,7,3.3,16.5,0.66,0.065,0.32,5,1.1,9,108
3,6,4,20,7,3.1,16.5,0.67,0.065,0.32,5,1.1,9,112
3,6,4,20,7,2.6,16.5,0.53,0.052,0.32,5,1.1,9,103
3,6,4,20,7,1.6,16.5,0.36,0.035,0.32,5,1.1,9,97
3,6,4,20,7,2.1,16.5,0.62,0.062,0.32,5,1.1,9,136
3,6,4,20,7,2.2,16.5,0.28,0.029,0.32,5,1.1,9,69
3,6,4,20,7,1.5,16.5,0.22,0.024,0.32,5,1.1,9,73
3,6,4,20,7,3.06,16.5,0.13,0.053,0.32,5,1.1,9,98
3,6,4,20,7,3.06,16.5,0.13,0.052,0.32,5,1.1,9,96
3,6,4,20,2,1.61,16.5,0.11,0.082,0.32,5,1.1,9,146
3,6,4,20,2,2.02,16.5,0.4696,0.031,0.32,5,1.1,9,48
3,6,4,20,2,2.45,16.5,0.7261,0.035,0.32,5,1.1,9,47
3,6,4,20,2,1.72,16.5,0.4087,0.028,0.32,5,1.1,9,48
3,6,4,20,2,2.52,16.5,1.0888,0.125,0.32,5,1.1,9,140
3,6,4,20,2,1.93,16.5,0.6087,0.0291,0.32,5,1.1,9,46
3,6,4,20,2,0.57,16.5,0.287,0.0157,0.32,5,1.1,9,47
3,6,4,20,2,1.52,16.5,0.4783,0.0252,0.32,5,1.1,9,46
3,6,4,20,2,1.28,16.5,0.413,0.0226,0.32,5,1.1,9,47
3,6,4,20,2,1.88,16.5,0.4565,0.0287,0.32,5,1.1,9,47
3,6,4,20,2,2.06,16.5,1.0586,0.1222,0.32,5,1.1,9,153
3,6,4,20,2,2.07,16.5,0.6609,0.0317,0.32,5,1.1,9,48
3,6,4,20,2,1.76,16.5,0.4348,0.0274,0.32,5,1.1,9,45
3,6,4,20,2,0.9,16.5,0.14,0.05,0.32,5,1.1,9,112
3,6,4,20,2,1.57,16.5,0.18,0.01,0.32,5,1.1,9,18
3,6,4,20,2,1.57,16.5,0.18,0.01,0.32,5,1.1,9,18
3,6,4,20,2,2.45,16.5,0.25,0.041,0.32,5,1.1,9,55
3,6,4,20,2,2.16,16.5,0.21,0.024,0.32,5,1.1,9,36
3,6,4,20,2,1.76,16.5,0.21,0.024,0.32,5,1.1,9,41
3,6,4,20,2,1.53,16.5,0.15,0.02,0.32,5,1.1,9,37
3,6,4,20,2,2.3,16.5,0.57,0.057,0.32,5,1.1,9,77
3,6,4,20,2,2.7,16.5,0.76,0.076,0.32,5,1.1,9,89
3,6,4,20,2,2.9,16.5,0.87,0.087,0.32,5,1.1,9,96
3,6,4,20,2,2.8,16.5,0.76,0.076,0.32,5,1.1,9,87
3,6,4,20,2,1.81,16.5,0.18,0.024,0.32,5,1.1,9,40
